Date Time,Pressure,Temperature,Vapor_pressure_deficit,Specific_humidity,Airtight,Wind_speed,wv (m/s)
3/24/2010,988.92,9.44,12.84,5.59,4.57,1216.38,1.88
3/25/2010,983.2,13.04,15.83,7.67,5.18,1193.45,2.1
3/26/2010,979.11,12.17,15.17,6.81,5.33,1192.1,2.53
3/27/2010,979.57,7.55,10.47,2.8,4.88,1212.07,2.69
3/28/2010,982.24,7.71,10.62,3.24,4.68,1214.88,3.61
3/29/2010,979.31,8.79,11.44,1.75,6.18,1205.53,2.98
3/30/2010,971.33,11.84,14.48,4.78,6.24,1183.19,2.33
3/31/2010,975.3,7.2,10.24,3.31,4.43,1208.68,3.84
4/1/2010,983.54,5.15,8.91,3.84,3.21,1228.76,3.61
4/2/2010,989.49,4.51,8.79,4.29,2.83,1239.59,1.73
4/3/2010,985.41,6.47,10.04,3.75,3.98,1224.97,2.2
4/4/2010,984.59,8.47,11.24,4.21,4.45,1214.69,3.23
4/5/2010,996.85,6.7,9.88,3.47,4.01,1237.85,1.7
4/6/2010,998.59,7.88,11.16,5.08,3.79,1235.35,1.62
4/7/2010,994,10.29,13.22,7.65,3.49,1219.5,1.9
4/8/2010,995.61,10.95,13.77,6.72,4.42,1217.87,1.37
4/9/2010,1002.18,9.01,11.56,4.5,4.39,1233.99,1.49
4/10/2010,1000.29,5.89,9.36,3.1,3.9,1245.84,1.65
4/11/2010,996.31,3.31,7.77,1.07,4.2,1252.2,3.25
4/12/2010,991.89,4.97,8.8,0.86,5,1238.67,4.29
4/13/2010,989.37,8.06,10.94,2.95,5.04,1221.95,4.38
4/14/2010,988.73,5.84,9.29,1.95,4.63,1231.08,2.91
4/15/2010,990.28,4.57,8.48,1.09,4.65,1238.61,1.71
4/16/2010,993.36,5.93,9.44,2.41,4.41,1236.69,1.38
4/17/2010,994.63,7.11,10.78,4.98,3.63,1234.08,1.2
4/18/2010,987.12,10.03,13.36,6.66,4.23,1211.92,1.92
4/19/2010,986.89,9.17,11.92,4.23,4.86,1214.31,2.29
4/20/2010,986.55,10.79,13.28,6.16,4.5,1207.25,1.61
4/21/2010,988.53,5.19,8.89,3.59,3.34,1234.69,2.31
4/22/2010,989.93,5.43,9.27,4.59,2.95,1235.88,1.93
4/23/2010,989.22,7.16,10.88,5.67,3.28,1227.47,1.53
4/24/2010,993.65,10.39,13.53,7.12,4.02,1218.38,1.74
4/25/2010,996.19,13.81,16.96,9.03,4.97,1206.29,1.42
4/26/2010,994.85,12.1,14.31,4.59,6.1,1210.52,1.6
4/27/2010,999.15,12.13,14.34,5.33,5.63,1215.99,1.93
4/28/2010,998.34,12.3,15.29,7.21,5.05,1215.21,1.4
4/29/2010,988.15,16.26,20.06,11.35,5.51,1186.17,2.42
4/30/2010,981.89,16.9,19.8,9.19,6.75,1174.66,3.14
5/1/2010,983.59,12.57,14.63,3.62,6.99,1194.13,1.67
5/2/2010,983.5,10.15,12.45,1.77,6.79,1204.36,1.96
5/3/2010,983.31,10.74,13.04,2.46,6.72,1201.76,1.83
5/4/2010,990.49,7.72,10.55,1.49,5.71,1224.19,2.5
5/5/2010,989.53,6.51,9.88,4.14,3.62,1230.06,4.01
5/6/2010,976.43,5.3,8.92,0.33,5.49,1217.48,4
5/7/2010,979.07,6.53,9.73,1.41,5.3,1215.57,2.28
5/8/2010,983.27,9.42,12.05,3.83,5.21,1208.47,1.79
5/9/2010,982.1,10.06,12.71,3.26,6.01,1203.81,1.23
5/10/2010,981.32,8.32,10.98,0.98,6.36,1209.83,2.48
5/11/2010,981.14,8.67,11.29,1.02,6.54,1207.97,3.08
5/12/2010,980.16,10.53,12.86,3.2,6.16,1199.16,2.66
5/13/2010,984.09,7.56,10.43,2.35,5.13,1217.42,1.47
5/14/2010,983.88,6.84,9.94,1.46,5.38,1220.1,1.15
5/15/2010,983.2,5.68,9.15,1.22,5.04,1224.61,1.5
5/16/2010,986.04,9.67,12.2,4.65,4.78,1211.08,2.21
5/17/2010,992.22,10.39,13.02,4.57,5.31,1215.35,1.4
5/18/2010,996.12,9.25,11.73,3.98,4.85,1225.14,1.78
5/19/2010,994.27,7.25,10.23,0.83,5.9,1230.83,2.25
5/20/2010,998.78,9.75,12.11,0.58,7.21,1224.5,1.62
5/21/2010,1000.01,13.2,15.6,4.36,7.02,1211.57,1.09
5/22/2010,997.03,13.69,16.38,4.97,7.15,1205.94,2.07
5/23/2010,993.49,16.73,19.49,6.14,8.4,1187.98,1.48
5/24/2010,985.26,16.53,19.23,5.7,8.58,1178.82,1.81
5/25/2010,984.28,14.1,16.36,5.54,6.87,1188.8,1.62
5/26/2010,982.4,10.88,13.14,3.42,6.18,1200.43,2.14
5/27/2010,981.68,12.01,14.14,2.63,7.33,1193.95,1.05
5/28/2010,985.99,12.9,15.04,2.84,7.74,1195.18,1.24
5/29/2010,991.14,13.7,16.39,6.4,6.29,1199.41,1.47
5/30/2010,980.56,13.09,15.24,3.21,7.67,1187.88,2.56
5/31/2010,982.75,9.14,11.68,1.98,6.16,1208.26,2.5
6/1/2010,985.7,9.7,12.06,0.93,7.05,1208.8,2.04
6/2/2010,987.24,10.76,13.04,1.45,7.34,1205.97,1.5
6/3/2010,990.33,15.63,18.09,7.22,6.85,1189.79,3.15
6/4/2010,993.17,15.74,18.46,7.11,7.14,1192.66,1.49
6/5/2010,992.91,18.14,22.07,8.98,8.24,1182,1.42
6/6/2010,985.98,20.89,26,11.1,9.45,1161.87,1.78
6/7/2010,984,18.39,21.31,7.53,8.76,1169.55,2.18
6/8/2010,982.27,19.18,23.35,9.87,8.58,1164.85,1.73
6/9/2010,980.87,22.77,28.62,12.25,10.45,1147.65,2.06
6/10/2010,980.08,23.38,29.4,10.63,12,1143.18,1.74
6/11/2010,980.52,21.4,25.75,9.39,10.45,1152.35,3.13
6/12/2010,983.89,16.53,19.04,4.94,8.97,1176.86,1.52
6/13/2010,988.63,13.77,15.92,5.5,6.58,1195.57,2.23
6/14/2010,989.07,13.77,15.88,5,6.88,1195.89,1.5
6/15/2010,993.44,14.7,16.93,5.03,7.49,1196.86,2.57
6/16/2010,994.38,14.37,16.7,7.45,5.81,1200.68,4
6/17/2010,990.59,16.43,19.1,9.01,6.36,1187.23,3.62
6/18/2010,982.96,16.23,18.8,7.54,7.16,1178.29,2.36
6/19/2010,980.31,11.69,13.87,5.56,5.29,1195.12,2
6/20/2010,984.93,12.19,14.4,5.58,5.59,1198.41,1.74
6/21/2010,991.99,11.77,13.99,4.44,6.01,1208.49,1.44
6/22/2010,995.68,13.5,16.09,6.24,6.18,1205.79,1.42
6/23/2010,995.27,15.65,18.42,7.57,6.8,1195.87,1.5
6/24/2010,991.4,19.07,22.72,10.56,7.66,1176.59,1.33
6/25/2010,988.51,18.65,22.21,8.06,8.95,1173.97,1.82
6/26/2010,990.87,18.42,21.48,9.43,7.6,1178.46,2.03
6/27/2010,993.39,18.65,22.38,10.02,7.77,1180.65,1.85
6/28/2010,992.55,20.57,25.41,12.68,8.02,1171.88,1.73
6/29/2010,991.15,22.13,28,13.94,8.87,1163.46,1.52
6/30/2010,991.97,21.99,26.9,11.23,9.89,1163.96,1.66
7/1/2010,990.43,22.53,28.28,12.51,9.96,1160.12,1.44
7/2/2010,990.14,24.48,31.93,15.98,10.08,1152.16,1.85
7/3/2010,990.15,25.76,34.24,18.56,9.91,1147.27,1.99
7/4/2010,991.06,21.9,26.71,8.07,11.78,1161.9,1.69
7/5/2010,990.86,20.66,24.83,6.12,11.83,1166.54,1.26
7/6/2010,994.33,16.13,18.49,5.47,8.19,1191.48,1.5
7/7/2010,996.16,17.12,20.3,8.92,7.14,1190.63,1.29
7/8/2010,994.29,21.3,26.72,13.24,8.48,1170.75,1.6
7/9/2010,992.83,24.86,33.44,18.45,9.45,1154.45,1.91
7/10/2010,991.86,26.89,37,18.79,11.5,1143.95,1.67
7/11/2010,989.63,27.64,38.41,19.85,11.75,1138.28,1.84
7/12/2010,986.54,26.16,35.13,14.72,12.97,1139.48,1.99
7/13/2010,985.53,22.6,27.98,9.09,12.01,1152.54,1.48
7/14/2010,983.42,25.21,33.66,15.84,11.35,1140.78,1.89
7/15/2010,987.48,22.04,26.87,9.88,10.77,1157.81,2.73
7/16/2010,989.45,24.96,33.45,16.45,10.76,1149.22,1.68
7/17/2010,991.84,20.44,24.39,7.97,10.36,1169.59,1.63
7/18/2010,998.97,18.98,22.35,9.81,7.85,1185.7,1.73
7/19/2010,997.37,18.56,22.33,11.19,6.98,1186.35,1.56
7/20/2010,990.12,20.57,25.37,12.1,8.38,1168.8,2.02
7/21/2010,982.98,25.01,33.48,17.92,9.9,1142.05,1.98
7/22/2010,986.2,22.31,27.52,9.34,11.55,1154.78,1.41
7/23/2010,988.71,17.73,20.38,1.78,11.79,1175.66,2.15
7/24/2010,989.49,16.44,18.84,5.76,8.27,1184.36,2.36
7/25/2010,988.45,15.6,18.23,8.91,5.88,1188.45,2.27
7/26/2010,986.03,15.04,17.54,5.29,7.77,1186.47,1.38
7/27/2010,988.65,17.54,20.46,5.93,9.2,1178.33,1.16
7/28/2010,987.54,16.25,18.69,3.43,9.67,1181.82,2.09
7/29/2010,983.29,14.78,16.96,2.78,9.02,1183.21,1.62
7/30/2010,987.87,15.91,18.48,5.82,8.01,1184.86,1.38
7/31/2010,990.14,17.91,21.56,9.16,7.82,1179.85,2.01
8/1/2010,988.04,20.78,25.64,11.32,9.07,1164.93,2.24
8/2/2010,987.4,18.94,22.25,4.96,10.96,1169.9,1.17
8/3/2010,986.92,15.61,17.82,2.35,9.81,1183.57,1.41
8/4/2010,984.69,16.18,19.13,6.44,8.06,1180.13,2.23
8/5/2010,981.45,16.55,19.24,4.95,9.1,1173.79,1.41
8/6/2010,987.95,14.07,16.08,1.17,9.44,1191.38,2.01
8/7/2010,990.08,17.79,20.74,6.55,8.96,1179.16,1.84
8/8/2010,988.73,17.04,19.88,5.93,8.82,1180.73,1.89
8/9/2010,990.11,17.07,19.72,4.59,9.56,1181.64,0.96
8/10/2010,989.38,18.89,22.65,8.87,8.71,1174.23,1.32
8/11/2010,987.79,17.05,19.86,4.26,9.88,1178.82,1.54
8/12/2010,986.6,15.39,17.6,0.95,10.57,1183.53,0.97
8/13/2010,990.28,16.05,18.37,2.11,10.28,1185.44,0.95
8/14/2010,990.48,16.01,18.33,3.06,9.65,1186.31,1.71
8/15/2010,985.34,14.99,17.14,1.14,10.16,1183.98,2.34
8/16/2010,984.29,14.95,17.19,3.71,8.56,1184.06,2.46
8/17/2010,981.05,13.51,15.55,1.43,9,1185.72,2.81
8/18/2010,981.64,15.74,18.09,4,8.98,1177.33,3.3
8/19/2010,988.97,16.08,18.6,6.15,7.87,1185.57,1.73
8/20/2010,994.89,17.46,21.22,8.67,7.88,1187.36,1.36
8/21/2010,995.82,20.63,25.89,9.78,10.13,1174.11,1.74
8/22/2010,989.98,21.35,26.55,7.96,11.77,1163.03,2.15
8/23/2010,980.37,18.99,22.3,3.75,11.86,1160.78,3.03
8/24/2010,981.59,17.59,20.38,6.17,9.06,1169.73,2.33
8/25/2010,989.15,15.33,17.68,6.92,6.8,1189.62,2.99
8/26/2010,983.94,17.59,20.69,4.68,10.19,1171.93,2.28
8/27/2010,976.11,18.34,21.35,4.03,11.11,1158.78,3.27
8/28/2010,986.25,13.34,15.49,4.45,7,1194.21,2.33
8/29/2010,985.51,11.58,13.79,3.05,6.81,1200.8,2.83
8/30/2010,981.32,9.12,11.62,1.59,6.38,1206.39,1.78
8/31/2010,991.65,12.21,14.42,4.16,6.46,1205.88,1.94
9/1/2010,992.14,11.76,13.91,2.21,7.37,1207.68,1.81
9/2/2010,991.79,12.75,14.86,2.89,7.54,1202.96,1.14
9/3/2010,993.35,13.18,15.33,4.15,7.03,1203.42,1.29
9/4/2010,993.59,11.09,13.37,3.18,6.41,1213.04,0.98
9/5/2010,996.33,10.11,12.83,3.5,5.85,1221.24,1.78
9/6/2010,993.76,10.49,13.16,4.1,5.69,1216.56,2.05
9/7/2010,984.88,12.33,14.77,5.45,5.9,1197.76,2.03
9/8/2010,981.31,13.77,15.87,3.37,7.96,1185.74,1.86
9/9/2010,986.42,13.81,15.86,2.28,8.61,1191.22,2.24
9/10/2010,994.07,14.48,16.75,3.55,8.3,1198,1.44
9/11/2010,994.5,14.01,16.7,4.11,7.91,1200.98,1.28
9/12/2010,992.56,15.42,18.3,5,8.38,1192.48,1.23
9/13/2010,996.3,13.59,15.67,3.23,7.8,1204.7,1.69
9/14/2010,992.08,12.56,14.79,2.47,7.77,1204.04,4.15
9/15/2010,983.04,14.12,16.24,4.69,7.34,1186.82,3.78
9/16/2010,982.65,12.48,14.56,4.28,6.53,1193.73,3.19
9/17/2010,985.13,11.31,13.47,3.27,6.47,1201.68,2.24
9/18/2010,990.26,9.28,11.85,3.38,5.34,1217.52,1.74
9/19/2010,991.37,9.43,12.14,3.64,5.35,1218.34,1.46
9/20/2010,990.79,11.1,13.65,4.44,5.8,1210.2,2.39
9/21/2010,994.03,12.73,15.5,4.43,6.95,1206.56,1.13
9/22/2010,995.29,13.08,16.03,4.55,7.21,1206.52,1.02
9/23/2010,987.69,14.35,17.41,5.27,7.69,1191.75,1.9
9/24/2010,976.83,16.23,18.98,4.79,9.08,1169.64,1.63
9/25/2010,976.85,10.47,12.78,1.2,7.41,1194.5,1.48
9/26/2010,980.88,9.06,11.59,2.3,5.91,1206.48,1.87
9/27/2010,981.78,8.31,10.97,1.16,6.24,1210.5,2.04
9/28/2010,986.86,9.22,11.68,0.66,6.98,1212.34,1.98
9/29/2010,993.02,8.23,10.92,1.41,5.98,1224.93,1.35
9/30/2010,991.84,8.5,11.19,2.43,5.51,1222.68,1.01
10/1/2010,988.8,9.95,12.37,2.36,6.32,1212.1,1.69
10/2/2010,988.95,11.34,13.49,1.89,7.33,1205.61,2.33
10/3/2010,986.28,13.3,15.6,3.41,7.72,1193.97,3.24
10/4/2010,981.21,11.16,13.46,2.86,6.74,1197.42,3.04
10/5/2010,982.25,12.67,15.03,2.67,7.87,1191.63,1.89
10/6/2010,988.49,13.68,15.83,2.6,8.37,1194.5,2.54
10/7/2010,995.1,12.33,14.5,2.04,7.82,1208.58,1.43
10/8/2010,995.85,12.22,14.43,3.78,6.68,1210.83,1.65
10/9/2010,994.61,10.29,13.01,4.59,5.28,1218.76,1.85
10/10/2010,990.49,6.61,10.06,2.46,4.78,1229.99,1.61
10/11/2010,990.42,5.42,9.35,2.28,4.45,1235.45,1.62
10/12/2010,991.4,3.73,7.99,0.56,4.67,1243.8,1.55
10/13/2010,990.77,4.89,8.72,1.6,4.48,1237.96,1.56
10/14/2010,988.6,6.08,9.58,1.85,4.88,1229.8,1.52
10/15/2010,985.64,8.22,10.92,1.46,5.99,1215.87,1.57
10/16/2010,983.57,6.1,9.45,0.3,5.81,1222.68,2.24
10/17/2010,992.87,5.21,8.88,1.1,4.89,1238.87,2.92
10/18/2010,993.63,2.04,7.23,1.26,3.74,1255.1,1.12
10/19/2010,981.42,3.49,7.94,0.95,4.45,1232.62,3.52
10/20/2010,980.28,4.96,8.74,1.23,4.78,1224.36,1.74
10/21/2010,993.5,4.31,8.37,2.59,3.63,1244.63,3.46
10/22/2010,993.4,4.11,8.32,2.37,3.73,1245.37,3.46
10/23/2010,984.66,5.06,9.17,2.73,4.08,1230.31,3.79
10/24/2010,980.76,7.41,10.38,3.26,4.53,1214.48,3.88
10/25/2010,992.88,3.89,8.17,1.77,4.01,1245.46,1.66
10/26/2010,1000.17,3.96,8.21,1.38,4.25,1254.11,1.95
10/27/2010,998.22,5.07,9.01,2.5,4.07,1246.97,2.45
10/28/2010,993.69,8.64,11.38,4.17,4.53,1225.13,2.47
10/29/2010,988.13,7.63,10.98,3.04,5.01,1222.6,2.01
10/30/2010,980.54,9.17,11.83,3.47,5.32,1206.13,2.1
10/31/2010,978.33,8.58,11.38,3.17,5.24,1206,1.19
11/1/2010,982.03,7.38,10.39,1.8,5.46,1215.49,1.01
11/2/2010,987.95,6.49,9.7,1.21,5.37,1226.72,1.71
11/3/2010,987.74,10.4,12.72,2.84,6.24,1208.9,4.52
11/4/2010,991.42,14.46,16.57,4.46,7.63,1195.26,6.12
11/5/2010,992.96,13.15,15.16,4.36,6.79,1203.22,4.81
11/6/2010,985.53,9.66,12.16,2.08,6.38,1209.31,3.89
11/7/2010,977.45,4.07,8.2,0.34,5.02,1224.52,3.34
11/8/2010,962.73,2.04,7.09,0.58,4.22,1215.56,1.63
11/9/2010,956.23,3.76,8.1,1.06,4.59,1199.65,1.4
11/10/2010,964.11,5.03,8.93,1.3,4.94,1203.8,2.3
11/11/2010,976.81,4.55,8.5,2.16,4.05,1222.34,4.88
11/12/2010,967.84,9.29,11.75,3.51,5.31,1189.86,4.55
11/13/2010,971.33,13.69,15.71,3.81,7.66,1174.16,6.71
11/14/2010,975.66,13.73,15.86,5.6,6.57,1180.07,3.08
11/15/2010,985.5,8.78,11.48,1.95,6.04,1213.35,2.47
11/16/2010,991.91,3.18,7.69,0.44,4.56,1246.97,4.58
11/17/2010,986.61,2.12,7.12,0.17,4.39,1245.23,2.74
11/18/2010,983.39,3.31,7.75,0.21,4.78,1235.53,1.08
11/19/2010,988.94,4.35,8.36,1.06,4.61,1237.96,1.55
11/20/2010,989.6,3.54,7.97,0.88,4.47,1242.59,1
11/21/2010,983.94,0.14,6.23,0.11,3.88,1251.31,2.49
11/22/2010,973.36,0.9,6.54,0.17,4.08,1234.17,3.42
11/23/2010,972.53,1.36,6.75,0.78,3.83,1231.25,2.8
11/24/2010,976.41,0.39,6.29,0.59,3.64,1240.69,1.75
11/25/2010,976.89,-0.53,5.9,0.56,3.41,1245.72,1.55
11/26/2010,976.19,-1.7,5.4,0.41,3.19,1250.33,1.22
11/27/2010,979.78,-5.61,4.03,0.19,2.44,1273.85,0.86
11/28/2010,980.26,-5.34,4.12,0.18,2.5,1273.16,1.81
11/29/2010,979.59,-3.84,4.6,0.21,2.79,1264.92,3.49
11/30/2010,987.33,-5.39,4.11,0.42,2.33,1282.71,3.56
12/1/2010,980.99,-11.01,2.63,0.39,1.42,1302.49,5.36
12/2/2010,980.43,-11.38,2.56,0.49,1.31,1303.69,1.79
12/3/2010,984.04,-11.81,2.5,0.36,1.35,1310.69,0.72
12/4/2010,990.72,-9.8,3.02,0.51,1.58,1309.54,1.78
12/5/2010,980.13,-2.27,5.19,1.3,2.47,1258.6,4.11
12/6/2010,975.62,-1.4,5.52,0.6,3.14,1248.24,1.21
12/7/2010,977.23,-3.93,4.56,0.21,2.78,1262.34,2.19
12/8/2010,977.35,-3.39,4.76,0.16,2.94,1259.83,1.46
12/9/2010,987.79,-2.08,5.26,0.66,2.9,1267.16,2.95
12/10/2010,997.17,-1.79,5.36,0.88,2.8,1277.9,2.21
12/11/2010,986.15,2.53,7.36,0.83,4.13,1243.04,3.33
12/12/2010,984.51,-0.13,6.1,0.54,3.52,1253.59,2.96
12/13/2010,993.66,-6.14,3.87,0.6,2.05,1294.77,1.47
12/14/2010,995.64,-5.51,4.06,0.53,2.21,1294.18,1.98
12/15/2010,994.78,-6.47,3.76,0.5,2.04,1297.83,2.54
12/16/2010,982.42,-6.09,3.89,0.72,2.01,1279.95,3.53
12/17/2010,967.68,-4.93,4.24,0.58,2.35,1255,1.5
12/18/2010,974.22,-9.02,3.12,0.49,1.68,1283.63,1.29
12/19/2010,971.07,-4.58,4.48,0.59,2.5,1257.87,2.18
12/20/2010,974.59,-1.82,5.43,1.09,2.78,1249.29,2.32
12/21/2010,979.93,-4.13,4.54,0.34,2.67,1266.9,0.83
12/22/2010,977.9,-0.73,5.8,0.15,3.6,1247.73,1.39
12/23/2010,973.44,-0.83,5.75,0.05,3.65,1242.45,1.87
12/24/2010,975.38,-2.82,4.97,0.13,3.09,1254.55,3.46
12/25/2010,989.48,-7.29,3.56,0.43,1.98,1295.02,1.38
12/26/2010,996.84,-9.84,2.96,0.35,1.63,1317.64,0.9
12/27/2010,994.67,-4.52,4.41,0.49,2.45,1288,1.68
12/28/2010,995.71,-5.79,4.05,0.5,2.22,1295.78,2.15
12/29/2010,998.93,-13.16,2.23,0.27,1.22,1337.5,0.91
12/30/2010,998.12,-10.36,2.8,0.19,1.62,1321.86,1.45
12/31/2010,995.74,-4.21,4.61,0.29,2.7,1287.86,1.14
1/1/2011,990.43,-0.32,6.01,0.73,3.33,1262.09,1.84
1/2/2011,991.51,-0.35,5.96,1.11,3.05,1263.77,2.28
1/3/2011,994.2,-1.57,5.47,0.94,2.84,1273.06,1.92
1/4/2011,992.29,-5.89,3.98,0.51,2.18,1291.71,1.14
1/5/2011,987.17,-7.42,3.52,0.61,1.83,1292.69,2.17
1/6/2011,976.02,1.62,7.02,1.3,3.65,1234.86,4.22
1/7/2011,981.4,5.6,9.13,0.72,5.35,1222.53,2.47
1/8/2011,982.36,7.67,10.56,1.57,5.71,1214.42,2.93
1/9/2011,984.52,5.48,9.11,1.51,4.82,1227.35,1.69
1/10/2011,994.86,-2.47,5.12,0.19,3.09,1277.96,1.06
1/11/2011,985.03,-0.52,5.99,0.42,3.53,1256.06,1.68
1/12/2011,987.25,3.61,7.92,1.43,4.1,1239.55,2.37
1/13/2011,983.71,5.91,9.35,0.31,5.74,1223.74,1.6
1/14/2011,985.95,9.84,12.2,2.05,6.43,1208.95,3.47
1/15/2011,993.65,7.74,10.56,2.47,5.08,1228.49,2.82
1/16/2011,998.46,5.75,9.31,2.08,4.52,1243.76,2.03
1/17/2011,997.16,1.61,7.06,0.68,3.99,1261.4,0.98
1/18/2011,995.75,5.73,9.22,1.67,4.73,1240.27,2.58
1/19/2011,998.23,1.31,6.73,0.68,3.78,1264.06,1.68
