Date Time,Pressure,Temperature,Vapor_pressure_deficit,Specific_humidity,Airtight,Wind_speed,wv (m/s)
2004-06-18,979.68,13.99,16.08,4.37,7.47,1183.23,2.11
2004-06-19,978.69,12.79,14.87,3.99,6.94,1187.35,2.29
2004-06-20,981.7,11.69,14.24,4.85,5.97,1196.54,1.47
2004-06-21,985.98,11.81,14.16,3.51,6.75,1200.55,2.05
2004-06-22,989.89,14.28,16.75,4.02,8.04,1194.12,1.11
2004-06-23,982.16,16.93,19.76,5.44,9.12,1173.2,3.5
2004-06-24,983.28,16.17,18.54,8.82,6.17,1179.56,4.52
2004-06-25,989.58,14.63,16.78,7.16,6.07,1193.55,3.58
2004-06-26,995.47,15.09,17.56,7.62,6.24,1198.71,1.7
2004-06-27,992.26,15.87,18.62,4.63,8.82,1189.87,1.65
2004-06-28,995.25,17.42,20.12,7.2,8.12,1187.38,2.15
2004-06-29,996.61,16.11,18.55,7.77,6.75,1195.4,1.84
2004-06-30,991.95,17.37,20.51,7.99,7.89,1184.03,1.59
2004-07-01,984.84,17.57,20.37,7.73,8.02,1174.51,2.12
2004-07-02,987.0,13.9,16.11,4.37,7.43,1192.53,2.55
2004-07-03,988.35,13.38,15.51,3.74,7.44,1196.3,3.29
2004-07-04,990.58,15.54,18.02,6.24,7.43,1190.09,2.58
2004-07-05,990.06,16.66,19.27,5.14,8.92,1183.79,2.03
2004-07-06,994.87,15.15,17.6,6.12,7.21,1197.04,1.96
2004-07-07,991.88,17.21,20.39,8.5,7.49,1184.99,2.0
2004-07-08,985.36,17.75,20.56,3.68,10.73,1172.46,1.8
2004-07-09,984.35,17.38,19.97,6.65,8.46,1174.27,4.66
2004-07-10,987.38,13.63,15.73,3.84,7.53,1193.98,2.7
2004-07-11,984.44,13.63,16.0,5.51,6.66,1191.23,2.41
2004-07-12,982.68,13.1,15.14,2.84,7.82,1190.28,2.2
2004-07-13,987.51,12.84,14.88,3.18,7.4,1197.49,2.29
2004-07-14,991.07,14.66,17.01,5.88,7.01,1194.63,2.32
2004-07-15,988.82,17.09,19.62,4.11,9.82,1179.81,1.79
2004-07-16,989.5,19.69,23.22,6.32,10.69,1169.57,1.77
2004-07-17,990.19,21.01,26.19,9.69,10.43,1165.68,1.76
2004-07-18,989.82,21.8,27.24,9.26,11.38,1161.35,2.28
2004-07-19,991.82,20.05,23.78,4.65,12.09,1169.91,1.8
2004-07-20,989.12,20.04,24.07,5.37,11.85,1167.05,2.12
2004-07-21,990.3,21.93,27.08,8.42,11.81,1160.97,1.48
2004-07-22,993.15,20.0,23.65,4.47,12.1,1171.66,1.51
2004-07-23,993.08,21.39,26.59,8.09,11.67,1166.64,1.75
2004-07-24,995.05,18.64,21.57,3.49,11.38,1179.83,1.29
2004-07-25,992.02,17.73,21.02,7.72,8.38,1182.33,1.66
2004-07-26,988.7,13.44,15.49,1.83,8.64,1195.52,1.16
2004-07-27,993.32,14.64,16.98,4.72,7.71,1196.92,1.14
2004-07-28,995.16,15.64,18.39,6.27,7.61,1195.17,1.32
2004-07-29,993.88,17.1,20.31,8.19,7.62,1187.72,1.7
2004-07-30,993.3,19.94,24.73,11.04,8.62,1174.96,1.09
2004-07-31,992.88,22.05,27.66,12.46,9.57,1165.27,1.22
2004-08-01,991.28,20.83,24.9,8.59,10.3,1167.41,1.57
2004-08-02,989.91,19.51,23.32,8.65,9.27,1171.95,1.23
2004-08-03,986.07,20.09,24.34,9.2,9.6,1164.9,1.27
2004-08-04,986.01,21.98,27.65,12.72,9.47,1157.58,1.52
2004-08-05,986.91,22.6,28.36,12.38,10.14,1155.62,2.03
2004-08-06,988.14,23.43,29.25,13.81,9.78,1153.9,2.0
2004-08-07,989.05,22.44,27.95,13.49,9.14,1159.41,2.19
2004-08-08,987.41,22.85,28.5,14.16,9.08,1155.9,2.11
2004-08-09,988.43,23.02,28.87,15.21,8.64,1156.74,2.32
2004-08-10,988.6,23.19,29.5,16.24,8.39,1156.59,2.07
2004-08-11,986.52,21.05,25.46,10.54,9.46,1161.62,0.87
2004-08-12,982.66,22.01,27.88,11.51,10.43,1152.96,1.81
2004-08-13,980.61,17.91,20.72,5.89,9.46,1167.01,3.16
2004-08-14,986.07,17.29,19.92,4.26,9.93,1175.65,1.44
2004-08-15,992.59,18.82,22.33,6.79,9.8,1177.5,1.79
2004-08-16,985.55,19.64,23.62,8.23,9.77,1165.96,2.82
2004-08-17,982.75,20.3,24.02,5.71,11.67,1158.47,2.43
2004-08-18,982.84,21.99,26.99,10.35,10.59,1152.79,3.11
2004-08-19,984.01,21.64,26.03,9.59,10.46,1155.52,4.04
2004-08-20,983.45,19.47,22.9,7.91,9.53,1164.14,3.31
2004-08-21,985.54,15.59,17.95,4.64,8.44,1183.08,2.63
2004-08-22,995.55,14.64,16.91,6.09,6.79,1200.2,1.79
2004-08-23,993.61,15.69,18.87,7.85,6.93,1193.84,1.77
2004-08-24,985.85,17.88,20.76,6.25,9.21,1173.58,2.87
2004-08-25,983.78,15.99,18.32,5.46,8.17,1179.45,4.59
2004-08-26,984.48,15.63,17.92,4.23,8.69,1181.41,2.46
2004-08-27,987.52,15.54,17.81,4.9,8.18,1185.79,3.46
2004-08-28,986.77,16.2,18.51,2.46,10.18,1180.74,2.11
2004-08-29,987.81,18.13,21.3,5.96,9.72,1174.62,2.68
2004-08-30,985.21,15.81,18.04,4.1,8.85,1181.42,3.39
2004-08-31,988.61,13.99,16.16,4.7,7.24,1194.21,3.35
2004-09-01,992.81,13.81,16.2,5.78,6.56,1200.63,1.36
2004-09-02,994.29,14.98,18.29,7.33,6.89,1197.71,1.2
2004-09-03,996.66,18.06,22.2,9.01,8.28,1186.85,1.06
2004-09-04,1001.55,19.06,23.01,9.04,8.72,1188.05,1.37
2004-09-05,1002.33,18.53,22.22,9.32,8.04,1191.6,1.63
2004-09-06,1000.13,18.92,22.84,9.42,8.39,1187.19,1.99
2004-09-07,1002.04,19.08,22.7,8.88,8.63,1188.48,2.25
2004-09-08,1004.3,16.22,18.68,7.72,6.81,1204.14,2.3
2004-09-09,1004.69,13.11,15.52,7.31,5.1,1219.07,1.89
2004-09-10,996.67,15.76,19.64,11.46,5.12,1198.92,2.47
2004-09-11,990.39,18.95,22.44,9.04,8.46,1175.31,3.03
2004-09-12,988.54,15.97,18.34,5.61,8.05,1185.34,2.15
2004-09-13,987.51,14.52,17.08,6.13,6.92,1191.14,3.21
2004-09-14,984.62,17.7,20.48,7.27,8.39,1173.4,3.84
2004-09-15,989.15,15.26,17.54,6.78,6.79,1189.94,3.27
2004-09-16,998.99,12.2,14.45,5.03,5.89,1215.33,1.54
2004-09-17,999.48,11.78,14.71,6.16,5.34,1218.57,1.43
2004-09-18,992.47,13.4,16.6,7.37,5.81,1202.97,1.81
2004-09-19,989.7,13.65,16.1,3.68,7.84,1196.64,1.17
2004-09-20,988.34,13.76,16.06,5.26,6.82,1195.22,3.71
2004-09-21,984.47,13.8,15.87,6.37,6.03,1190.84,4.79
2004-09-22,984.96,10.27,12.55,2.97,6.07,1206.18,3.21
2004-09-23,976.78,9.57,11.95,1.18,6.89,1198.55,2.32
2004-09-24,981.77,10.73,12.95,2.93,6.38,1200.1,2.47
2004-09-25,988.74,10.44,12.7,1.59,7.02,1209.41,2.34
2004-09-26,992.94,9.6,12.02,1.04,6.91,1218.24,1.51
2004-09-27,992.71,11.76,14.04,1.99,7.58,1208.36,2.19
2004-09-28,991.48,13.76,15.82,2.54,8.37,1197.79,1.69
2004-09-29,987.54,13.46,15.54,2.8,8.07,1194.5,2.53
2004-09-30,993.98,10.63,12.96,3.23,6.12,1215.74,2.07
2004-10-01,995.14,10.64,13.18,2.94,6.42,1217.05,1.11
2004-10-02,993.57,11.71,14.07,2.13,7.51,1209.72,1.38
2004-10-03,996.62,12.06,14.47,3.83,6.66,1212.59,1.46
2004-10-04,991.45,14.08,16.92,5.38,7.28,1197.65,2.3
2004-10-05,987.86,19.24,23.1,8.38,9.32,1170.6,3.49
2004-10-06,989.14,16.45,19.01,4.85,8.95,1183.52,1.9
2004-10-07,992.77,11.83,14.07,4.2,6.21,1209.08,2.22
2004-10-08,990.84,7.74,10.62,0.85,6.16,1224.31,0.74
2004-10-09,991.8,9.05,11.63,2.26,5.9,1220.01,1.07
2004-10-10,992.29,6.6,9.79,1.72,5.08,1231.89,2.26
2004-10-11,998.05,5.6,9.17,2.39,4.24,1244.13,3.57
2004-10-12,998.35,4.69,8.79,3.44,3.34,1249.43,2.2
2004-10-13,992.49,6.57,10.21,3.14,4.45,1233.12,1.67
2004-10-14,983.79,7.56,10.58,2.71,4.99,1217.3,3.49
2004-10-15,976.39,8.46,11.18,2.28,5.69,1203.76,2.61
2004-10-16,975.38,8.16,10.93,3.0,5.07,1204.18,2.41
2004-10-17,975.67,6.81,10.06,2.27,4.98,1210.51,3.29
2004-10-18,979.82,9.17,11.68,3.41,5.27,1205.17,3.79
2004-10-19,986.12,7.22,10.41,2.35,5.1,1221.65,1.38
2004-10-20,983.12,8.04,11.16,1.47,6.16,1213.8,2.2
2004-10-21,984.8,13.78,16.05,3.67,7.86,1190.13,2.89
2004-10-22,991.94,10.01,12.92,4.08,5.56,1216.64,2.63
2004-10-23,987.66,14.32,16.86,5.59,7.13,1191.99,4.36
2004-10-24,984.99,17.45,20.14,7.83,7.81,1175.24,4.39
2004-10-25,984.3,15.45,17.73,5.71,7.63,1182.72,3.12
2004-10-26,986.35,10.78,12.97,1.93,6.99,1205.05,1.14
2004-10-27,983.46,9.09,11.58,2.09,6.03,1209.44,1.78
2004-10-28,977.53,10.92,13.22,1.88,7.24,1193.61,1.33
2004-10-29,975.5,12.16,14.43,2.48,7.66,1185.66,0.94
2004-10-30,980.06,10.62,12.83,0.84,7.65,1197.58,0.74
2004-10-31,991.42,9.46,11.91,1.29,6.69,1217.14,1.3
2004-11-01,994.11,9.34,11.78,1.32,6.57,1221.02,3.94
2004-11-02,994.43,7.96,10.75,0.7,6.31,1227.65,2.54
2004-11-03,993.59,11.15,13.36,1.72,7.32,1212.13,1.15
2004-11-04,993.47,10.45,12.7,0.93,7.4,1214.86,1.28
2004-11-05,996.51,9.53,11.98,2.92,5.68,1223.87,1.92
2004-11-06,993.33,5.94,9.34,1.82,4.72,1236.34,2.13
2004-11-07,992.16,5.13,8.81,1.3,4.72,1238.48,2.21
2004-11-08,992.55,3.28,7.75,1.11,4.17,1247.65,1.81
2004-11-09,983.54,0.74,6.45,0.28,3.91,1247.98,1.79
2004-11-10,983.36,1.58,6.86,0.86,3.81,1244.04,2.65
2004-11-11,992.27,1.97,7.05,0.45,4.14,1253.25,1.52
2004-11-12,993.18,3.42,7.83,0.77,4.43,1247.61,1.98
2004-11-13,993.01,3.43,7.84,0.93,4.34,1247.47,2.5
2004-11-14,1002.77,1.64,6.91,0.86,3.77,1268.38,1.41
2004-11-15,999.53,1.4,6.85,0.65,3.87,1265.38,1.36
2004-11-16,996.07,5.68,9.17,0.92,5.17,1240.57,1.82
2004-11-17,991.39,8.54,11.17,1.85,5.87,1221.71,4.03
2004-11-18,982.49,7.45,10.5,1.62,5.64,1215.66,2.96
2004-11-19,977.68,1.69,6.98,0.49,4.14,1236.24,2.81
2004-11-20,988.87,0.92,6.53,0.91,3.54,1254.23,2.81
2004-11-21,996.41,1.27,6.72,1.05,3.55,1262.16,2.11
2004-11-22,987.56,5.87,9.58,1.62,5.03,1229.55,3.74
2004-11-23,992.67,6.4,9.77,2.17,4.79,1233.63,2.55
2004-11-24,1006.32,0.25,6.26,1.22,3.12,1279.82,1.09
2004-11-25,1001.9,-0.55,5.98,1.53,2.77,1278.31,1.21
2004-11-26,995.74,0.18,6.27,1.5,2.99,1266.88,1.13
2004-11-27,994.59,5.17,8.87,1.3,4.74,1241.34,2.14
2004-11-28,989.34,5.78,9.23,1.37,4.95,1231.92,1.39
2004-11-29,989.37,4.49,8.44,0.34,5.11,1237.56,0.53
2004-11-30,989.34,3.01,7.61,0.52,4.47,1244.62,1.94
2004-12-01,982.83,4.01,8.16,1.33,4.33,1232.1,1.69
2004-12-02,984.77,2.84,7.5,0.78,4.26,1239.8,0.91
2004-12-03,993.15,2.7,7.44,0.89,4.11,1251.08,1.27
2004-12-04,1002.93,-0.44,5.92,0.23,3.54,1278.37,1.69
2004-12-05,1001.5,0.52,6.48,0.68,3.61,1272.19,1.29
2004-12-06,1001.75,4.2,8.27,1.47,4.23,1255.01,1.37
2004-12-07,1003.32,2.63,7.39,1.29,3.79,1264.45,1.9
2004-12-08,1005.0,2.48,7.38,1.1,3.89,1267.27,0.67
2004-12-09,1003.96,-1.7,5.4,0.29,3.17,1285.91,1.36
2004-12-10,999.95,-2.27,5.23,0.54,2.92,1283.78,1.07
